1.207999999999071e-06,
0.004797041000000002,
0.006261292000000029,
0.010969208000000008,
0.0019779999999999243,
0.0012223749999999978,
0.006881041999999948,
0.005528792000000005,
0.003271542000000016,
0.005823874999999923,
0.014001374999999983,
0.0026646670000000094,
0.006391791999999952,
0.0024999169999999626,
0.001627000000000045,
0.00555625000000004,
0.007803042000000038,
0.00636491699999997,
0.005229959000000006,
0.010960833000000059,
0.011363124999999918,
0.010172750000000064,
0.005081333000000021,
0.006410459000000035,
0.00986633300000006,
0.0014959580000000194,
0.013999666999999993,
0.00597104100000001,
0.0035816250000000327,
0.01535829199999994,
0.012122332999999985,
0.006087708000000025,
0.0017554589999999592,
0.008731999999999962,
0.01369545800000005,
0.0034512499999999058,
0.010085416000000125,
0.016777416999999906,
0.012249708999999998,
0.008653374999999963,
0.004158333999999986,
0.011899082999999866,
0.007159208000000028,
0.010138374999999922,
0.0039141250000001016,
0.012813583000000017,
0.0025210840000000623,
0.006676083999999971,
0.01508579199999982,
0.01881254099999996,
0.013687291999999962,
0.007550707999999906,
0.0058623339999999136,
0.012988374999999941,
0.015479416999999884,
0.008525332999999913,
0.01142025000000002,
0.009599457999999839,
0.013986292000000011,
0.002828374999999994,
0.01367237500000007,
0.010223708999999914,
0.015035500000000201,
0.003528375000000139,
0.010521000000000003,
0.008264625000000025,
0.01523416600000016,
0.002495166999999965,
0.01242225000000019,
0.015854875000000046,
0.009303209000000034,
0.005012875000000028,
0.011815249999999944,
0.009903959000000073,
0.008725499999999942,
0.009746666999999931,
0.009576333999999909,
0.011371499999999868,
0.005445791999999949,
0.015440832999999987,
0.010242209000000058,
0.015680166999999967,
0.015488667000000067,
0.015260124999999958,
0.017771124999999888,
0.017478500000000174,
0.00892224999999991,
0.01483649999999992,
0.007036374999999984,
0.009381291999999819,
0.010350208000000194,
0.0030520839999998994,
0.006010124999999977,
0.02288083399999996,
0.008879917000000015,
0.00374674999999991,
0.007873500000000089,
0.013227291999999835,
0.008985124999999927,
0.011074291999999986,
0.017274417000000097,
0.009731082999999918,
0.0031673749999998613,
0.016883583000000035,
0.006722458999999903,
0.023285375000000164,
0.012544458000000036,
0.008695458000000045,
0.026097040999999876,
0.010915750000000113,
0.002996624999999975,
0.015519499999999908,
0.0030942919999998875,
0.014700166999999986,
0.016270000000000007,
0.01281879099999994,
0.01484333300000018,
0.012102083000000041,
0.012502416999999877,
0.02129308299999999,
0.023286832999999785,
0.025883916000000173,
0.013708583000000107,
0.02513483300000008,
0.007453249999999745,
0.01805695800000029,
0.01360008300000004,
0.015045624999999951,
0.00013262499999999733,
0.02737354099999978,
0.016883334000000083,
0.023119041999999812,
0.003528624999999952,
0.018226332999999872,
0.015672499999999978,
0.020431166999999917,
0.017158165999999753,
0.012175666000000085,
0.009005249999999965,
0.004544334000000205,
0.019742707999999887,
0.021501916000000065,
0.014700625000000134,
0.012841083999999725,
0.022378792000000036,
0.018698375000000045,
0.011404667000000313,
0.008225874999999938,
0.005354375000000022,
0.010172417000000156,
0.010467042000000149,
0.007784165999999981,
0.011653583999999828,
0.015274084000000077,
0.01204787499999993,
0.02389216699999963,
0.013449833000000133,
0.016402833999999977,
0.008680124999999705,
0.015646625000000025,
0.0018182079999999878,
0.0190617500000001,
0.009061499999999612,
0.013655957999999746,
0.03157354200000029,
0.016220459000000353,
0.02327933300000007,
0.023762124999999745,
0.029130125000000007,
0.02818441699999985,
0.021811207999999915,
0.013895708000000173,
0.004822416000000107,
0.02429012499999983,
0.023645124999999823,
0.026130624999999963,
0.010602250000000257,
0.022101791999999953,
0.015012416999999889,
0.018715499999999885,
0.007065792000000126,
0.0058989170000001145,
0.028313958000000028,
0.019979791999999996,
0.006537583000000069,
0.009344332999999594,
0.0009280000000000399,
0.007973917000000164,
0.011932875000000287,
0.01208679200000029,
0.003871415999999961,
0.025993167000000206,
0.017037624999999945,
0.021758499999999792,
0.009487624999999777,
0.031145125000000107,
0.005395667000000159,
0.01115762500000006,
0.02062566599999993,
0.018286874999999814,
0.00765708399999987,
0.012571625000000086,
0.0052937079999999526,
0.022864624999999972,
0.008518791000000192,
0.027593583999999893,
0.008701708999999891,
0.012280291999999804,
0.008126415999999637,
0.017468624999999793,
0.031369457999999906,
0.016938750000000002,
0.018789125000000073,
0.008597417000000274,
0.015553291999999885,
0.023528916000000066,
0.023738041999999737,
0.030191375000000242,
0.002923500000000079,
0.03189145899999968,
0.035000165999999666,
0.01289304200000041,
0.007048458999999951,
0.005795291000000091,
0.006595458999999693,
0.02865554200000009,
0.0018189589999999534,
0.004748833000000285,
0.032241541999999956,
0.035240833999999666,
0.012326000000000281,
0.02943029099999972,
0.029342499999999827,
0.029632874999999892,
0.019955958000000162,
0.04275112499999967,
0.02496558300000018,
0.03914708300000003,
0.02090433299999983,
0.03205766700000012,
0.015196332999999562,
0.008104000000000333,
0.018354332999999556,
0.024480125000000186,
0.02267550000000007,
0.010038333999999871,
0.024094292000000017,
0.02970066599999921,
0.006135042000000368,
0.006448333999999889,
0.023877000000000592,
0.019169416999999633,
0.022226625000000055,
0.015082375000000425,
0.02137791699999969,
0.03128908399999997,
0.026514374999999646,
0.016278125000000365,
0.024124333999999692,
0.01724512499999964,
0.010990500000000125,
0.019730000000000025,
0.02104962499999985,
0.039996624999999675,
0.021740083000000077,
0.014868832999999526,
0.02201887500000055,
0.029556125000000044,
0.005500624999999815,
0.017508791000000024,
0.013494999999999813,
0.032238750000000316,
0.01906995800000022,
0.022003708999999816,
0.014520291000000185,
0.029455458000000156,
0.01600287499999986,
0.011325374999999305,
0.03047266700000062,
0.013108707999999858,
0.03548500000000043,
0.03897074999999983,
0.024225957999999714,
0.0008622920000007639,
0.01110074999999977,
0.012192542000000195,
0.04198674999999952,
0.013763334000000071,
0.02220333399999941,
0.008434457999999978,
0.012026084000000381,
0.01964908300000001,
0.03277800000000042,
0.03052116699999985,
0.0363386659999998,
0.021267332999999944,
0.01348287499999934,
0.02978329100000021,
0.03394770899999955,
0.048206249999999784,
0.011092833999999385,
0.037925540999999896,
0.03967395800000073,
0.03466799999999992,
0.023694832999999527,
0.03892104200000013,
0.05158191700000003,
0.02389612499999938,
0.04043829100000007,
0.006703667000000024,
0.042945624999999765,
0.03469962500000001,
0.027142916999999933,
0.02778345800000004,
0.017769166999999975,
0.03555641699999956,
0.02412637499999981,
0.0161935410000007,
0.03933958399999948,
0.022821499999999162,
0.03602375000000002,
0.002366249999999681,
0.02881495799999989,
0.03938220900000022,
0.016277457999999356,
0.06099816700000016,
0.029407874999999528,
0.01948845800000054,
0.04564904199999997,
0.022867624999999947,
0.0557728329999998,
0.03749674999999986,
0.04571545799999921,
0.045830417000000345,
0.009847707999999677,
0.018890832999999496,
0.020707958000000026,
0.017532708000000063,
0.03987533400000043,
0.03348849999999981,
0.04488458400000006,
0.028907333000000257,
0.021310542000000154,
0.05204595799999989,
0.04236370799999989,
0.027910666999999556,
0.056300583000000515,
0.012896125000000147,
0.025692874999999837,
0.023906375000000146,
0.02633916699999972,
0.01324850000000044,
0.028236874999999273,
0.034465250000000225,
0.03479399999999977,
0.037698958000000005,
0.030803791999999497,
0.03547954200000003,
0.06045683299999993,
0.02677170800000006,
0.015333958000000258,
0.02412408300000024,
0.03851899999999997,
0.011949167000000038,
0.01035499999999967,
0.007043874999999922,
0.004789166999999317,
0.05264062499999955,
0.017594582999999275,
0.053157041000000405,
0.03335420800000044,
0.033462042000000025,
0.051815500000000014,
0.06043766700000042,
0.028288208000000203,
0.00531120799999929,
0.03122345800000037,
0.029896667000000043,
0.030577499999999702,
0.06295033399999994,
0.023979291000000735,
0.0303094159999997,
0.04907470800000002,
0.045432874999999484,
0.036444624999999675,
0.06169354099999946,
0.01410954199999992,
0.04036724999999919,
0.06818879199999905,
0.020967290999999832,
0.07045437500000062,
0.06401974999999993,
0.003759792000000317,
0.001862917000000408,
0.043957792000000495,
0.03561824999999885,
0.041459500000000205,
0.011290040999998752,
0.0017232919999994323,
0.02510554200000037,
0.05404929200000019,
0.03516754099999986,
0.04453312500000095,
0.019706125000000796,
0.026220041000000194,
0.03498454200000012,
0.053044457999998684,
0.05099225000000018,
0.055800583999999986,
0.03620800000000024,
0.0519892500000001,
0.04077883299999918,
0.07050558300000098,
0.022684332999999057,
0.01785216699999914,
0.05198462499999934,
0.04662537500000141,
0.025623625000001482,
0.032733791999998374,
0.029622332999998946,
0.05904304199999899,
0.005627791000000215,
0.05781770900000005,
0.06535162499999991,
0.02861429200000032,
0.009638874999998492,
0.019228832999999668,
0.030938250000000167,
0.038677583000000126,
0.042665917000000775,
0.04665304100000078,
0.03268020900000046,
0.06749624999999959,
0.029022084000001058,
0.016661917000000415,
0.025924707999999796,
0.07481699999999947,
0.06051295800000034,
0.028727833000001368,
0.043061417000000546,
0.020214000000001064,
0.062479000000001506,
0.06705808400000102,
0.028252249999999535,
0.01780704200000116,
0.057983290999999326,
0.07562733299999991,
0.021777040999999997,
0.08097437500000026,
0.050362290999999004,
0.015234041999999448,
0.032397583999999924,
0.008746165999999889,
0.03369133400000024,
0.061287916000001275,
0.07795433299999921,
0.052369999999999806,
0.016595041999998728,
0.0358847080000011,
0.06565958400000049,
0.02033820800000008,
0.03727104200000042,
0.05836595800000133,
0.008882625000000033,
0.03174304200000044,
0.037021666999999425,
0.04632854199999947,
0.010900292000000533,
0.025959792000000093,
0.056764209000000676,
0.06611316700000103,
0.054857000000000156,
0.04772962500000055,
0.02511158299999927,
0.01004799999999939,
0.04863183299999996,
0.0791028340000004,
0.022792542000001248,
0.07554591699999946,
0.0466193749999988,
0.06606724999999969,
0.03778025000000085,
0.024472875000000727,
0.020179166000000137,
0.046037332999999236,
0.06063475000000018,
0.02101099999999967,
0.03263004199999919,
0.038486666000000724,
0.07770916700000008,
0.018461667000000404,
0.044659166999998945,
0.0570896249999997,
0.034801500000000374,
0.006290040999999746,
0.05876275000000142,
0.03905033300000049,
0.027712166000000593,
0.07513325000000037,
0.051372125000000324,
0.03766187499999951,
0.049596624999999506,
0.02469366699999931,
0.03243045900000041,
0.04126354200000115,
0.05224041600000007,
0.014325666999999598,
0.022736625000000288,
0.08563362499999982,
0.04439858299999955,
0.022350417000000178,
0.08141079100000148,
0.03270804199999944,
0.05829641600000102,
0.09064099999999975,
0.04107908400000149,
0.03150650000000077,
0.0449159580000007,
0.06835308299999987,
0.03782812499999899,
0.05147250000000092,
0.08110991700000092,
0.027993125000000063,
0.02277054199999995,
0.04870441699999972,
0.07330770799999975,
0.06386145899999995,
0.08606954100000053,
0.023259833999999202,
0.07628437500000018,
0.033227874999999685,
0.07590295800000035,
0.05269187500000072,
0.026396249999999455,
0.018813458000000338,
0.03437795799999854,
0.10456395900000004,
0.06764916699999901,
0.04661129199999969,
0.033644332999999804,
0.06694316599999972,
0.039494040999999314,
0.056430582999999146,
0.09173958400000082,
0.02019237499999882,
0.0642972920000009,
0.018272458000000213,
0.032087415999999536,
0.010024291000000574,
0.003455209000000181,
0.09904000000000046,
0.07445870799999987,
0.08589833300000116,
0.0310059159999998,
0.0383281249999996,
0.06830279200000078,
0.06312729200000078,
0.06698066699999927,
0.09674408300000081,
0.056710582999999204,
0.006095874999999751,
0.04389091699999881,
0.0036089579999991628,
0.0971234170000006,
0.05974029099999889,
0.06478283300000065,
0.022716792000002428,
0.0857590419999994,
0.05940508300000147,
0.07179320800000255,
0.01208624999999941,
0.027767041000000603,
0.013365582999998793,
0.0647423329999981,
0.043003250000001714,
0.10694158300000112,
0.059914750000000794,
0.01471675000000161,
0.08796820899999958,
0.024385208999998298,
0.011622917000000399,
0.052622957999997055,
0.029662916999999567,
0.07490104200000047,
0.046924042000000554,
0.046490916999999854,
0.03370245800000049,
0.0911395000000006,
0.06570920900000132,
0.0341737920000007,
0.0466222500000022,
0.09864241700000065,
0.04570374999999771,
0.10185991699999875,
0.02054575000000014,
0.02726524999999924,
0.04105537500000267,
0.08477175000000159,
0.06592095899999961,
0.009923749999998677,
0.03914908399999817,
0.06260300000000285,
0.019284917000000235,
0.06396900000000016,
0.030914875000000563,
0.09613416699999888,
0.09371504099999939,
0.02521174999999687,
0.037827040999999895,
0.022266042000001818,
0.04462683299999881,
0.020443958999997847,
0.045536499999997204,
0.07117983300000219,
0.03106624999999852,
0.05114904099999862,
0.048999957999999566,
0.10070362499999774,
0.04707216599999953,
0.09413312499999904,
0.042038333000000705,
0.0524742499999995,
0.05107200000000134,
0.060444249999999755,
0.061696291000000514,
0.06571433299999896,
0.026857457999998502,
0.03531424999999899,
0.0713070000000009,
0.07499470799999841,
0.0843006250000009,
0.09854504200000136,
0.04791095899999931,
0.061562000000002115,
0.08843441700000199,
0.10506850000000156,
0.09321283299999905,
0.07326641600000272,
0.011435625000000726,
0.07644845800000155,
0.08682449999999875,
0.06858158300000028,
0.06674175000000204,
0.0680183339999978,
0.0068730830000021115,
0.10018670799999896,
0.060738000000000625,
0.07689166600000163,
0.08767654200000052,
0.03466520800000339,
0.052264541999999636,
0.027747083999997812,
0.11705662500000003,
0.0586875830000011,
0.09738404099999798,
0.01862704199999854,
0.09541350000000293,
0.03454820800000036,
0.05605979099999914,
0.11344125000000105,
0.04538220899999956,
0.02004833299999831,
0.07349333399999836,
0.11355129200000036,
0.08307762500000138,
0.009372208999998577,
0.026376291999998358,
0.0866093329999984,
0.10320062499999949,
0.037343541999998564,
0.1366890000000005,
0.03602366600000195,
0.06478645800000038,
0.026010625000001397,
0.04890299999999925,
0.11297383400000172,
0.07420516600000227,
